device_id,brand,os,usage_type,battery_capacity_wh,cpu_tdp_w,ram_gb,screen_size_inch,refresh_rate_hz,brightness_percent,cpu_usage_percent,gpu_usage_percent,wifi_on,bluetooth_on,temperature_c,battery_age_months,battery_health_percent,battery_life_hours
LAP03940,Lenovo,Windows,Coding,61.8,12.4,16,14.9,60,56,17,47,1,1,32.9,59,81.8,4.83
LAP03941,Lenovo,Windows,Office,47.3,27.3,16,14.3,60,39,27,81,1,1,40.1,55,84.4,2.85
LAP03942,Apple,Windows,Office,46.0,18.2,16,14.7,60,37,48,19,1,1,35.1,18,99.7,3.68
LAP03943,Dell,Linux,Video,72.7,35.8,16,15.5,144,23,13,93,0,1,36.1,48,85.6,2.85
LAP03944,Acer,Linux,Gaming,54.4,27.5,64,14.4,60,30,63,34,1,0,40.1,1,100.0,2.45
LAP03945,MSI,Windows,Gaming,52.9,23.6,16,15.2,60,83,34,32,1,1,34.2,1,98.7,2.86
LAP03946,Acer,Windows,Coding,52.6,12.9,16,17.3,60,71,88,80,1,1,46.7,37,90.0,2.87
LAP03947,Acer,Windows,Office,59.6,8.0,16,12.4,60,62,48,98,1,0,43.3,38,90.2,5.35
LAP03948,ASUS,Linux,Office,37.2,15.3,16,13.4,144,33,53,75,0,1,42.9,36,84.6,1.87
LAP03949,Acer,Windows,Browsing,52.3,32.8,8,15.7,60,64,20,1,1,1,29.7,11,97.5,4.34
LAP03950,Lenovo,Linux,Browsing,59.7,39.2,8,16.9,60,47,90,33,1,0,46.0,27,92.9,2.59
LAP03951,ASUS,Windows,Coding,35.8,21.3,16,17.3,60,23,78,75,1,1,47.6,10,96.5,1.78
LAP03952,HP,Windows,Office,58.1,13.7,4,15.6,60,35,88,89,1,0,47.5,41,91.8,4.29
LAP03953,Acer,Linux,Office,41.5,27.3,16,13.3,60,57,57,31,1,1,40.3,48,87.2,2.27
LAP03954,Acer,Windows,Gaming,59.7,33.3,16,17.1,120,82,6,20,1,0,33.6,28,92.1,2.48
LAP03955,HP,Windows,Browsing,87.4,34.3,16,15.2,120,42,71,4,1,0,40.5,20,93.9,4.36
LAP03956,Acer,macOS,Browsing,53.2,27.3,32,15.1,60,96,46,27,1,1,39.2,28,93.2,3.16
LAP03957,HP,Linux,Browsing,38.8,49.8,16,12.3,60,39,68,86,1,1,46.4,28,95.1,1.56
LAP03958,ASUS,Windows,Coding,58.6,40.2,8,16.6,165,88,12,47,1,1,36.0,39,87.6,2.5
LAP03959,Lenovo,Windows,Coding,62.1,10.3,8,13.7,144,40,77,95,1,1,48.0,41,86.2,2.94
LAP03960,HP,Windows,Office,40.9,8.0,32,15.8,60,61,96,68,1,1,40.5,11,98.9,3.11
LAP03961,Dell,Linux,Coding,30.0,11.4,64,15.1,60,88,25,98,1,0,37.4,1,96.8,2.42
LAP03962,HP,Windows,Video,41.0,39.0,8,15.3,60,33,64,69,1,1,44.9,39,89.3,1.53
LAP03963,Acer,Windows,Video,54.3,8.0,8,15.1,120,89,38,82,1,1,37.9,37,92.0,3.05
LAP03964,MSI,Windows,Gaming,48.2,30.5,8,13.9,165,24,8,39,0,0,34.1,32,91.1,2.08
LAP03965,MSI,Windows,Video,71.2,23.0,16,13.8,120,43,93,5,1,1,39.1,44,90.8,2.76
LAP03966,ASUS,Windows,Coding,62.8,10.1,16,16.3,60,48,66,13,1,0,39.6,45,85.9,4.38
LAP03967,Apple,macOS,Browsing,56.5,28.0,16,15.0,120,21,100,66,1,1,37.7,9,96.7,2.49
LAP03968,ASUS,Windows,Browsing,30.0,22.9,32,14.1,165,25,80,10,1,1,41.2,40,91.5,1.48
LAP03969,Apple,Linux,Browsing,64.5,34.7,16,14.3,60,53,6,38,1,1,33.3,10,100.0,5.68
LAP03970,MSI,Windows,Coding,84.7,8.0,8,16.0,165,95,54,40,0,1,36.8,15,100.0,4.86
LAP03971,MSI,Windows,Video,67.9,14.3,8,14.1,120,41,80,23,1,1,44.1,7,99.0,3.31
LAP03972,HP,Linux,Coding,45.1,14.5,32,17.2,60,23,30,42,1,0,42.0,46,88.6,3.41
LAP03973,Lenovo,Windows,Browsing,53.0,32.9,16,14.8,60,25,89,81,1,1,40.7,52,86.2,2.36
LAP03974,Dell,Windows,Coding,61.9,22.1,8,14.5,60,86,41,94,1,1,40.4,45,89.1,3.63
LAP03975,ASUS,Linux,Gaming,75.8,39.2,8,15.9,120,96,59,73,1,1,38.4,3,96.6,2.01
LAP03976,Acer,Windows,Coding,44.4,20.2,16,14.6,90,82,22,25,0,0,29.3,43,89.7,3.14
LAP03977,Apple,Windows,Video,48.0,27.6,8,15.5,75,92,28,28,1,1,35.9,27,89.3,2.45
LAP03978,Acer,Windows,Video,54.4,42.8,16,14.9,60,87,34,1,1,1,30.9,16,96.8,2.47
LAP03979,Lenovo,Windows,Gaming,53.0,8.0,16,12.6,165,53,21,29,0,1,31.6,17,97.0,3.24
LAP03980,Apple,macOS,Video,66.9,25.3,8,13.5,60,91,84,73,1,1,43.6,52,86.5,2.61
LAP03981,ASUS,Windows,Video,58.9,24.6,16,15.4,60,53,46,75,1,1,41.3,4,99.8,3.19
LAP03982,HP,Linux,Browsing,34.0,15.5,8,14.4,60,76,85,83,1,0,50.2,7,92.5,2.32
LAP03983,Acer,Windows,Browsing,45.1,23.0,8,17.3,60,56,16,56,1,1,37.4,52,89.8,3.56
LAP03984,Lenovo,Windows,Coding,45.6,28.7,8,13.9,165,25,31,58,1,1,39.2,4,95.8,2.01
LAP03985,ASUS,Windows,Browsing,30.0,16.0,16,13.2,60,90,59,18,1,0,36.0,34,89.4,2.33
LAP03986,MSI,Linux,Gaming,68.9,25.7,16,15.1,60,64,8,53,1,1,37.8,22,94.3,3.63
LAP03987,MSI,Windows,Office,57.0,12.8,8,15.4,90,60,39,69,1,1,43.4,21,97.3,3.93
LAP03988,ASUS,Linux,Gaming,46.9,22.5,16,16.2,90,24,69,22,1,1,42.7,47,83.4,1.69
LAP03989,ASUS,Windows,Office,68.5,36.1,4,11.6,60,79,80,82,1,0,43.9,52,88.9,2.94
LAP03990,ASUS,macOS,Office,59.5,36.7,16,17.1,60,86,33,94,1,1,43.9,58,83.0,2.58
LAP03991,Apple,Linux,Gaming,35.7,39.1,16,13.2,60,36,76,32,0,1,45.3,1,100.0,1.21
LAP03992,ASUS,Linux,Office,64.1,23.8,16,16.5,144,84,76,65,1,1,46.8,35,87.4,2.42
LAP03993,Acer,Linux,Office,75.6,21.1,8,17.3,120,74,80,78,1,1,45.3,2,100.0,3.64
LAP03994,Lenovo,Windows,Browsing,52.9,33.9,4,16.0,165,28,40,10,1,1,33.1,27,91.4,2.61
LAP03995,Apple,Linux,Coding,54.0,39.0,16,13.4,60,23,38,89,1,0,42.2,43,88.9,2.58
LAP03996,ASUS,Windows,Office,56.6,26.0,4,14.7,75,61,40,17,1,0,34.6,22,96.1,3.69
LAP03997,Dell,Windows,Coding,36.7,43.1,32,16.1,144,65,59,64,1,1,33.3,8,100.0,1.35
LAP03998,Dell,Windows,Coding,57.1,33.5,8,15.0,60,93,8,31,1,1,31.5,18,92.6,3.64
LAP03999,Lenovo,Windows,Video,41.6,18.1,8,13.5,120,20,15,3,1,0,32.8,22,92.6,2.71
LAP04000,MSI,Windows,Video,54.9,19.6,16,15.1,75,36,63,85,0,0,45.7,12,98.4,2.82
LAP04001,HP,Windows,Coding,57.5,24.5,16,14.3,60,98,7,35,1,1,38.2,45,88.4,4.0
LAP04002,HP,Windows,Office,63.0,8.0,16,15.8,120,26,78,92,1,1,50.8,8,100.0,4.58
LAP04003,MSI,Windows,Video,63.5,18.4,16,13.5,75,24,16,99,1,1,41.3,4,100.0,4.31
LAP04004,Apple,Windows,Office,41.1,38.7,4,12.3,144,71,77,56,1,0,41.3,39,88.9,1.66
LAP04005,Apple,macOS,Coding,57.8,41.1,16,13.6,165,72,25,32,1,1,35.9,29,94.7,2.72
LAP04006,Apple,macOS,Office,69.3,28.4,8,12.6,90,22,26,13,1,1,32.9,55,84.7,4.36
LAP04007,HP,macOS,Gaming,37.7,30.5,16,14.1,60,81,22,47,1,0,30.0,59,81.8,1.54
LAP04008,Dell,Windows,Office,81.2,21.3,16,15.9,144,51,10,36,1,1,42.1,22,93.4,5.32
LAP04009,HP,Windows,Office,40.4,17.3,8,14.4,60,21,93,4,1,1,38.1,32,94.5,2.58
LAP04010,Acer,macOS,Coding,79.4,31.8,16,15.0,60,99,83,49,1,1,38.3,20,94.5,3.39
LAP04011,ASUS,macOS,Coding,40.7,19.7,4,13.6,75,100,69,60,1,0,37.4,47,82.7,1.96
LAP04012,Apple,Linux,Browsing,54.2,45.3,16,15.0,120,72,59,85,1,1,43.2,12,93.0,2.24
LAP04013,Dell,Windows,Coding,52.1,29.9,16,13.7,144,31,44,68,0,0,43.7,41,89.3,2.46
LAP04014,Lenovo,Windows,Video,34.5,30.3,8,13.3,165,24,86,100,1,1,46.2,40,90.0,1.14
LAP04015,Lenovo,Linux,Gaming,65.5,12.3,8,14.7,144,23,56,37,1,0,41.3,47,84.9,2.75
LAP04016,ASUS,Windows,Coding,66.2,8.0,16,14.1,240,75,48,45,1,1,40.4,40,89.9,3.08
LAP04017,Dell,Windows,Office,64.3,30.3,8,11.6,75,99,99,97,0,1,48.7,11,100.0,3.12
LAP04018,HP,Linux,Browsing,51.3,19.0,8,14.9,60,83,66,14,1,0,35.9,21,92.9,4.11
LAP04019,HP,Windows,Gaming,44.5,36.8,16,13.6,75,64,88,36,1,1,46.0,55,86.7,1.12
LAP04020,Acer,Windows,Video,71.5,14.0,16,13.5,120,79,93,26,1,1,43.7,3,100.0,3.67
LAP04021,Acer,Windows,Browsing,58.2,18.6,8,17.0,75,39,78,0,1,0,39.3,8,97.7,4.45
LAP04022,HP,macOS,Browsing,43.7,38.4,8,16.2,120,72,33,28,1,1,39.9,30,93.1,2.42
LAP04023,Lenovo,Windows,Video,58.2,30.2,16,15.5,144,92,23,71,1,1,39.3,49,84.5,2.0
LAP04024,Apple,Linux,Office,30.0,13.0,8,15.1,60,35,32,96,1,1,39.2,47,85.1,1.95
LAP04025,Lenovo,Linux,Office,56.6,25.4,16,15.8,60,49,95,6,1,1,44.9,1,97.9,2.86
LAP04026,Acer,Windows,Browsing,64.8,47.8,16,14.5,75,39,23,28,0,1,39.0,45,84.2,3.6
LAP04027,ASUS,Windows,Office,52.3,26.7,8,15.1,240,71,35,30,1,1,37.8,54,85.1,1.99
LAP04028,HP,Windows,Office,65.7,23.2,16,14.4,60,55,58,37,1,1,39.3,35,92.1,4.19
LAP04029,Acer,Windows,Video,67.2,35.7,16,15.2,240,41,66,7,1,1,43.6,10,99.6,2.05
LAP04030,Acer,Windows,Office,59.1,29.2,16,15.4,165,20,18,94,1,1,44.3,28,94.8,3.12
LAP04031,Apple,Windows,Office,81.5,42.3,16,15.3,60,40,54,36,1,0,40.6,35,93.9,3.58
LAP04032,HP,Windows,Office,75.3,34.1,16,14.5,165,67,63,58,1,1,38.2,33,93.4,2.89
LAP04033,Apple,Windows,Office,64.4,35.9,16,16.0,60,91,74,78,1,0,43.0,46,85.8,2.58
LAP04034,HP,Linux,Browsing,60.3,42.9,8,14.7,75,24,62,53,1,1,48.6,56,84.7,2.68
LAP04035,Apple,Windows,Office,51.2,21.4,4,14.7,60,59,13,57,1,1,34.2,49,84.5,3.54
LAP04036,Lenovo,Windows,Video,45.3,17.8,4,12.5,165,98,61,95,1,1,48.4,8,100.0,2.01
LAP04037,ASUS,Windows,Browsing,67.0,8.9,32,13.8,75,64,45,25,1,1,34.2,11,98.2,7.97
LAP04038,ASUS,Windows,Browsing,52.0,22.5,32,16.2,60,50,31,47,1,1,35.4,20,87.3,3.88
LAP04039,HP,Windows,Browsing,39.8,9.3,8,16.1,120,34,62,10,1,0,36.6,4,95.5,3.28
LAP04040,Dell,Windows,Coding,43.0,29.4,16,15.0,60,77,85,22,1,1,43.6,6,92.4,1.8
LAP04041,MSI,Windows,Gaming,44.9,17.6,8,14.2,90,72,72,33,1,1,42.1,43,83.3,1.7
LAP04042,Acer,Linux,Browsing,81.3,36.5,32,15.2,165,64,62,32,1,1,48.1,36,90.1,3.4
LAP04043,Acer,macOS,Gaming,67.7,34.3,8,11.6,60,86,28,80,1,0,34.6,60,82.6,2.5
LAP04044,HP,macOS,Browsing,55.5,20.3,16,15.2,75,61,84,96,1,0,42.4,53,84.9,2.74
LAP04045,Apple,Windows,Video,61.2,36.7,8,13.3,60,43,66,1,1,1,36.2,50,87.4,2.17
LAP04046,Dell,Windows,Office,63.0,26.8,8,14.9,144,57,85,60,1,0,45.9,2,95.4,2.68
LAP04047,Lenovo,Windows,Coding,42.0,8.0,8,15.3,60,70,71,3,1,1,39.9,14,93.3,3.4
LAP04048,Apple,Windows,Coding,37.5,13.1,16,14.5,60,43,7,11,1,1,31.5,18,91.8,3.38
LAP04049,Apple,Windows,Office,70.8,16.3,8,16.0,144,96,55,28,1,0,35.8,48,89.6,3.79
LAP04050,HP,Windows,Video,34.8,25.1,8,14.1,60,52,71,41,1,1,41.4,2,100.0,1.71
LAP04051,HP,Linux,Video,54.7,19.9,8,14.0,120,38,84,82,1,1,43.8,19,94.0,2.37
LAP04052,Acer,Windows,Office,44.2,18.7,16,15.9,144,44,61,56,1,1,41.7,14,99.1,2.43
LAP04053,HP,Windows,Browsing,58.3,32.0,32,14.5,60,89,24,49,1,1,39.5,37,89.7,4.1
LAP04054,HP,Windows,Browsing,51.2,34.4,16,16.9,60,68,49,65,1,0,34.4,10,100.0,3.06
LAP04055,HP,Windows,Video,63.0,17.6,16,15.0,60,36,10,6,1,0,35.0,13,99.5,5.8
LAP04056,Acer,Linux,Coding,30.0,14.8,8,15.8,90,40,37,56,0,1,33.3,3,95.2,2.16
LAP04057,Lenovo,Windows,Office,71.8,40.2,16,16.3,60,62,47,45,1,1,35.8,34,84.3,3.31
LAP04058,Lenovo,Windows,Coding,66.0,57.7,16,14.9,120,95,54,21,0,1,45.8,7,95.7,2.23
LAP04059,MSI,Windows,Gaming,70.2,13.7,8,12.9,60,96,31,10,1,1,32.8,20,95.9,4.59
LAP04060,MSI,Windows,Coding,68.4,35.7,8,15.9,60,41,34,32,1,0,39.6,34,90.8,3.6
LAP04061,HP,Windows,Video,59.7,23.3,8,16.7,60,82,22,53,1,0,41.1,3,97.9,3.77
LAP04062,MSI,macOS,Video,45.4,33.1,8,14.6,60,43,34,19,1,1,38.6,35,88.3,2.36
LAP04063,Acer,macOS,Office,61.6,13.6,4,16.4,60,52,94,4,0,1,36.6,13,96.4,4.62
LAP04064,Lenovo,Linux,Office,59.3,10.0,8,13.4,60,86,19,67,1,0,36.7,43,85.9,4.82
LAP04065,Apple,Windows,Video,68.1,11.5,8,15.2,144,100,100,13,1,1,40.1,2,99.0,3.34
LAP04066,Lenovo,Windows,Office,64.3,18.2,16,14.6,60,36,80,2,1,0,40.8,56,86.6,4.25
LAP04067,Lenovo,Windows,Gaming,56.4,22.2,16,12.8,165,67,66,81,1,1,42.4,19,93.5,1.75
LAP04068,Acer,Linux,Browsing,61.5,36.3,32,15.6,75,63,25,57,1,1,41.1,7,95.1,4.02
LAP04069,MSI,Linux,Browsing,62.8,15.0,8,13.8,60,44,16,26,1,0,35.8,56,83.4,6.2
LAP04070,Apple,Linux,Gaming,71.3,17.3,8,15.5,165,91,53,3,1,0,34.9,54,87.0,2.22
LAP04071,Acer,Windows,Coding,81.0,50.0,32,13.6,75,79,5,66,1,1,35.7,50,85.7,3.97
LAP04072,HP,Windows,Office,64.0,25.6,16,12.7,90,48,79,63,1,1,45.7,13,98.0,3.31
LAP04073,ASUS,Windows,Video,62.9,28.4,16,14.0,60,31,59,90,1,1,44.0,0,100.0,2.92
LAP04074,Lenovo,Windows,Coding,51.7,33.9,16,16.4,60,28,29,91,1,1,38.1,56,86.9,2.73
LAP04075,ASUS,Windows,Coding,49.9,18.7,16,14.8,120,72,51,85,1,1,41.9,19,96.7,2.38
LAP04076,Acer,Windows,Browsing,44.1,24.8,8,15.0,60,80,77,41,0,0,40.9,13,95.6,2.76
LAP04077,Acer,Linux,Video,30.0,21.1,32,15.2,90,50,43,28,1,1,31.3,50,82.4,1.19
LAP04078,Acer,Windows,Gaming,42.4,24.0,4,15.1,120,67,31,79,1,1,42.5,27,90.0,1.54
LAP04079,ASUS,Windows,Browsing,52.4,35.1,8,17.3,60,98,97,34,1,1,42.3,38,88.3,2.09
LAP04080,Acer,Windows,Gaming,50.4,33.1,16,14.9,144,66,54,18,1,1,36.1,44,85.5,1.39
LAP04081,HP,Windows,Gaming,61.8,8.0,16,12.3,60,52,95,93,1,0,51.0,57,80.8,3.11
LAP04082,Acer,Linux,Coding,42.9,37.0,32,14.5,60,86,59,78,1,1,44.0,56,81.1,1.59
LAP04083,Dell,Windows,Coding,43.6,20.9,4,15.1,165,83,32,68,1,0,38.2,54,85.1,1.91
LAP04084,MSI,Windows,Office,30.0,29.7,16,13.2,60,36,61,30,0,1,40.1,58,85.1,1.58
LAP04085,ASUS,Linux,Office,62.1,20.1,16,14.7,144,63,86,42,1,1,42.2,8,92.8,3.13
LAP04086,Dell,Windows,Video,41.7,24.4,8,14.7,120,24,83,94,1,1,44.3,22,92.3,1.52
LAP04087,Acer,Windows,Gaming,44.3,40.8,16,17.3,90,81,20,72,1,1,37.1,15,93.3,1.51
LAP04088,HP,Linux,Coding,63.5,29.0,8,14.1,90,82,91,76,1,1,45.9,47,89.8,2.06
LAP04089,Lenovo,Linux,Coding,41.8,40.2,16,16.3,60,98,98,20,0,0,41.0,26,88.9,1.31
LAP04090,Apple,Windows,Browsing,60.7,24.4,32,14.8,120,58,60,94,1,1,40.5,39,90.9,3.36
LAP04091,MSI,Windows,Browsing,36.9,23.1,16,16.2,165,91,39,64,1,1,39.8,7,99.5,2.42
LAP04092,Apple,Windows,Office,54.7,25.1,16,17.0,60,61,32,76,1,1,32.5,27,94.8,3.54
LAP04093,Acer,Linux,Browsing,45.9,9.8,16,15.5,60,40,50,33,1,0,38.6,55,84.7,4.12
LAP04094,MSI,Windows,Coding,51.0,8.0,16,14.9,75,66,71,60,1,1,42.1,17,95.0,3.37
LAP04095,MSI,Windows,Office,77.7,15.6,32,16.6,60,93,20,35,0,1,34.7,33,91.2,6.94
LAP04096,HP,Linux,Video,30.4,37.3,8,13.0,144,47,83,79,1,0,46.6,1,99.6,1.0
LAP04097,MSI,macOS,Office,76.3,42.0,16,15.2,120,40,87,73,0,0,48.2,54,87.6,2.57
LAP04098,ASUS,Windows,Coding,41.2,8.0,8,13.3,60,47,78,40,1,0,40.6,23,91.9,3.48
LAP04099,Dell,Windows,Coding,68.0,40.4,16,16.1,90,38,53,33,1,1,37.6,9,92.6,2.79
LAP04100,Dell,Windows,Browsing,71.0,17.9,16,15.1,60,82,72,24,1,0,40.8,48,88.4,4.96
LAP04101,Dell,Linux,Browsing,61.5,8.0,32,14.9,60,71,26,56,1,1,34.5,39,91.2,6.42
LAP04102,ASUS,Windows,Office,36.7,37.7,32,14.5,144,57,22,64,1,1,35.1,58,84.3,1.67
LAP04103,Apple,Windows,Gaming,59.1,18.9,16,15.9,60,65,26,75,1,1,39.9,7,98.7,3.0
LAP04104,HP,Windows,Browsing,93.4,56.4,16,12.5,75,43,20,21,1,0,33.1,4,100.0,6.81
LAP04105,MSI,Windows,Video,55.2,16.9,16,17.3,75,64,60,59,1,0,38.8,2,100.0,3.03
LAP04106,ASUS,Windows,Gaming,53.5,21.7,8,14.8,90,96,7,53,1,0,30.5,32,88.0,2.72
LAP04107,Dell,Windows,Video,52.0,13.3,4,13.2,60,28,57,21,0,0,38.1,29,96.4,3.61
LAP04108,Acer,Windows,Browsing,62.7,26.8,8,11.6,144,28,39,60,1,1,40.8,51,85.7,3.9
LAP04109,Lenovo,Windows,Gaming,53.7,34.6,16,14.8,165,40,84,65,1,0,47.3,38,92.2,1.44
LAP04110,MSI,Windows,Browsing,59.3,8.0,8,15.3,90,43,89,44,1,1,40.0,6,95.2,5.07
LAP04111,ASUS,Linux,Office,50.6,32.9,8,15.4,60,83,25,71,1,1,39.8,44,91.1,3.07
LAP04112,ASUS,Linux,Gaming,39.5,20.1,8,13.0,144,59,69,96,0,1,42.8,20,96.5,1.52
LAP04113,HP,Windows,Coding,89.8,14.7,8,13.3,240,93,61,68,1,0,47.9,37,93.0,3.68
LAP04114,HP,Windows,Office,53.6,8.2,8,16.9,144,71,98,63,1,0,45.9,12,98.6,3.37
LAP04115,ASUS,Windows,Office,100.0,36.7,8,12.8,60,23,51,9,1,1,33.1,24,96.1,5.41
LAP04116,Dell,Windows,Office,61.4,28.4,8,15.2,60,22,38,66,1,1,40.7,54,83.5,3.3
LAP04117,Lenovo,Windows,Coding,64.0,18.0,16,14.5,60,32,52,10,1,0,36.8,1,98.6,5.16
LAP04118,MSI,Windows,Office,50.4,34.4,8,14.2,60,40,43,93,1,1,44.7,1,92.5,2.79
LAP04119,HP,Windows,Gaming,46.1,31.4,32,14.6,60,27,91,27,1,1,43.7,1,100.0,1.49
LAP04120,MSI,Windows,Gaming,50.7,35.4,16,14.2,165,92,34,4,1,1,39.4,14,94.2,1.62
LAP04121,Dell,Linux,Gaming,42.5,44.7,8,14.2,120,20,54,11,1,1,36.2,14,97.1,1.24
LAP04122,MSI,Linux,Office,41.1,27.6,8,16.4,60,33,20,43,1,0,38.4,58,82.0,2.81
LAP04123,Acer,Windows,Coding,81.8,48.2,16,14.4,75,95,98,92,1,1,47.1,17,95.9,2.1
LAP04124,HP,Windows,Gaming,67.0,42.1,4,13.3,60,55,7,89,0,1,38.6,4,96.4,3.38
LAP04125,Dell,Windows,Gaming,77.5,34.4,32,14.9,90,41,65,92,1,0,43.7,25,88.0,2.33
LAP04126,Dell,Windows,Office,71.9,8.0,16,13.5,60,55,6,28,1,1,36.3,29,93.8,7.85
LAP04127,Lenovo,Windows,Browsing,46.0,26.3,16,13.5,60,64,30,77,1,1,42.6,13,99.0,3.8
LAP04128,Lenovo,Windows,Browsing,31.9,28.0,64,17.0,60,35,22,35,1,1,37.0,4,100.0,2.69
LAP04129,Acer,Linux,Coding,48.1,27.6,16,14.7,120,30,70,34,1,0,42.1,39,92.9,2.08
LAP04130,Dell,Windows,Coding,56.4,23.7,32,13.2,60,86,44,7,1,1,37.9,20,96.1,3.39
LAP04131,Apple,Linux,Video,72.2,32.8,32,14.9,75,44,7,15,1,1,34.9,42,89.6,4.59
LAP04132,Dell,Windows,Office,54.2,34.3,32,15.1,144,86,21,42,1,1,36.2,7,97.7,2.79
LAP04133,Lenovo,Windows,Browsing,99.5,8.0,16,14.7,120,50,28,68,1,1,40.4,5,99.8,9.08
LAP04134,Apple,Windows,Office,48.5,41.3,8,14.3,75,84,6,15,1,0,36.6,25,94.5,3.44
LAP04135,HP,Windows,Office,63.9,8.0,8,13.1,165,30,74,55,1,1,42.7,3,98.8,4.13
LAP04136,HP,Linux,Browsing,46.0,20.1,8,14.4,60,99,44,40,1,1,39.3,57,84.6,3.07
LAP04137,MSI,Windows,Coding,61.1,14.3,64,13.9,60,57,30,76,1,1,38.5,51,82.8,4.21
LAP04138,ASUS,Windows,Coding,53.1,16.3,8,14.8,165,21,61,7,1,0,41.9,29,89.0,2.73
LAP04139,Lenovo,Windows,Video,51.3,38.0,8,15.6,144,73,53,53,1,0,39.9,34,92.0,1.59
LAP04140,ASUS,Windows,Office,45.7,26.5,16,17.3,60,26,61,89,1,0,46.0,56,87.6,2.38
LAP04141,Apple,Windows,Office,57.2,33.2,8,16.1,165,68,60,4,1,1,43.9,26,93.4,2.35
LAP04142,Lenovo,Windows,Office,67.5,32.6,16,11.6,60,59,74,8,1,0,42.5,26,93.4,4.18
LAP04143,Acer,macOS,Gaming,40.4,8.0,32,15.3,144,64,80,65,1,1,44.1,43,82.8,1.54
LAP04144,Dell,Linux,Browsing,54.3,18.3,16,17.1,60,73,25,70,1,1,41.1,42,88.4,4.11
LAP04145,Acer,Windows,Video,62.4,34.0,16,14.8,60,80,20,29,1,1,36.0,4,99.6,3.92
LAP04146,Apple,Windows,Office,65.2,32.9,16,17.2,60,23,10,80,1,1,33.0,39,94.1,4.03
LAP04147,Lenovo,Windows,Gaming,82.9,8.0,16,13.5,165,53,38,94,1,1,38.6,10,95.5,3.75
LAP04148,Apple,Windows,Video,63.7,37.4,8,13.8,144,27,63,64,1,1,41.7,42,88.8,2.23
LAP04149,Dell,Linux,Office,49.0,32.4,16,14.8,165,51,71,91,1,1,46.9,51,83.5,1.65
LAP04150,HP,Windows,Coding,46.5,13.4,4,14.8,90,37,45,29,1,0,35.9,34,86.8,2.74
LAP04151,HP,Windows,Browsing,46.3,29.9,16,16.2,75,59,23,46,1,1,36.5,10,99.5,3.45
LAP04152,Apple,Windows,Gaming,45.5,22.3,16,15.0,60,94,33,94,1,0,39.9,37,87.3,2.09
LAP04153,ASUS,macOS,Office,58.2,30.9,8,14.8,60,75,36,87,1,1,38.6,37,88.0,3.18
LAP04154,Lenovo,macOS,Office,61.3,8.0,16,17.3,75,56,14,30,0,0,32.8,53,86.3,5.66
LAP04155,Lenovo,Windows,Video,67.4,20.8,16,13.9,144,74,68,59,0,0,43.8,49,88.9,2.68
LAP04156,HP,Windows,Video,65.0,39.2,8,16.8,144,55,95,74,1,1,48.8,53,87.8,1.51
LAP04157,MSI,Windows,Browsing,73.7,31.5,8,15.6,60,29,97,79,1,0,46.9,60,84.4,3.23
LAP04158,Acer,Linux,Coding,45.0,34.5,16,14.5,120,89,81,8,1,0,44.8,4,98.7,1.88
LAP04159,MSI,Windows,Office,79.5,22.2,16,15.4,144,99,24,93,1,0,38.2,36,87.1,4.27
LAP04160,Dell,Windows,Office,45.6,31.8,16,13.9,60,82,32,75,1,0,40.6,50,83.0,2.5
LAP04161,Acer,Windows,Coding,60.2,23.0,16,15.1,120,53,31,53,1,1,36.7,36,90.6,2.88
LAP04162,Acer,Windows,Office,52.1,13.9,16,15.0,60,91,81,60,1,0,42.0,25,96.6,3.32
LAP04163,Apple,Windows,Office,54.6,22.0,32,15.7,240,36,29,63,1,1,35.8,32,93.2,2.55
LAP04164,HP,macOS,Video,65.1,42.4,8,14.8,60,80,33,79,1,1,40.0,32,91.7,2.42
LAP04165,MSI,Windows,Browsing,33.4,38.6,32,17.3,60,97,19,96,1,1,35.4,22,95.3,2.09
LAP04166,MSI,Linux,Coding,42.5,13.1,16,13.8,60,37,49,5,1,1,37.4,57,80.6,3.01
LAP04167,HP,Windows,Browsing,66.2,20.0,16,14.0,144,80,49,44,1,1,40.6,6,99.7,4.07
LAP04168,MSI,macOS,Browsing,55.0,13.9,16,15.3,60,55,34,64,1,1,41.1,31,96.3,4.76
LAP04169,HP,Linux,Browsing,51.2,27.2,8,13.9,90,72,42,76,1,0,46.1,8,95.1,3.3
LAP04170,Apple,Windows,Coding,38.2,37.0,16,15.9,144,52,64,36,1,1,41.5,15,94.1,1.4
LAP04171,ASUS,Linux,Video,51.3,49.4,8,16.8,75,42,36,98,1,0,39.0,8,100.0,2.11
LAP04172,Acer,Windows,Browsing,65.2,8.0,8,14.3,60,83,54,89,1,1,42.3,43,88.2,5.71
LAP04173,Apple,Windows,Browsing,46.5,35.3,16,15.1,60,57,75,72,1,1,44.8,42,90.4,2.19
LAP04174,Lenovo,Windows,Gaming,75.5,24.9,8,15.9,60,88,39,16,1,0,35.3,27,87.9,3.2
LAP04175,Dell,macOS,Browsing,71.2,20.6,8,16.2,165,98,80,98,0,1,44.6,22,98.1,3.39
LAP04176,ASUS,macOS,Gaming,49.7,13.8,32,17.3,120,49,91,24,1,1,40.8,11,99.4,2.0
LAP04177,Lenovo,Windows,Browsing,46.1,46.4,32,13.1,144,35,9,49,1,1,36.2,41,89.7,2.79
